SYSTEMATIC.name	GO.id	GO.term
YJL043W	GO:0005737	C:cytoplasm
YJL043W	GO:0005739	C:mitochondrion
YJL044C	GO:0005829	C:cytosol
YJL044C	GO:0005768	C:endosome
YJL044C	GO:0005802	C:trans-Golgi network
YJL044C	GO:0005096	F:GTPase activator activity
YJL044C	GO:0090630	P:activation of GTPase activity
YJL045W	GO:0005749	C:mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)
YJL045W	GO:0005739	C:mitochondrion
YJL045W	GO:0009055	F:electron transfer activity
YJL045W	GO:0050660	F:flavin adenine dinucleotide binding
YJL045W	GO:0102040	F:fumarate reductase (menaquinone)
YJL045W	GO:0008177	F:succinate dehydrogenase (ubiquinone) activity
YJL045W	GO:0045333	P:cellular respiration
YJL045W	GO:0006121	P:mitochondrial electron transport, succinate to ubiquinone
YJL045W	GO:0006099	P:tricarboxylic acid cycle
YJL046W	GO:0005737	C:cytoplasm
YJL046W	GO:0005739	C:mitochondrion
YJL046W	GO:0005524	F:ATP binding
YJL046W	GO:0016979	F:lipoate-protein ligase activity
YJL046W	GO:0017118	F:lipoyltransferase activity
YJL046W	GO:0009249	P:protein lipoylation
YJL047C	GO:0031463	C:Cul3-RING ubiquitin ligase complex
YJL047C	GO:0035361	C:Cul8-RING ubiquitin ligase complex
YJL047C	GO:0005737	C:cytoplasm
YJL047C	GO:0005634	C:nucleus
YJL047C	GO:0031625	F:ubiquitin protein ligase binding
YJL047C	GO:0004842	F:ubiquitin-protein transferase activity
YJL047C	GO:0007049	P:cell cycle
YJL047C	GO:0051301	P:cell division
YJL047C	GO:0006281	P:DNA repair
YJL047C	GO:0031507	P:heterochromatin formation
YJL047C	GO:0070651	P:nonfunctional rRNA decay
YJL047C	GO:0006334	P:nucleosome assembly
YJL047C	GO:0016567	P:protein ubiquitination
YJL047C	GO:0006275	P:regulation of DNA replication
YJL047C	GO:0007088	P:regulation of mitotic nuclear division
YJL047C	GO:0031297	P:replication fork processing
YJL047C	GO:0010526	P:retrotransposon silencing
YJL048C	GO:0005783	C:endoplasmic reticulum
YJL048C	GO:0005634	C:nucleus
YJL048C	GO:0030435	P:sporulation resulting in formation of a cellular spore
YJL048C	GO:0030433	P:ubiquitin-dependent ERAD pathway
YJL048C	GO:0006511	P:ubiquitin-dependent protein catabolic process
YJL049W	GO:0009898	C:cytoplasmic side of plasma membrane
YJL049W	GO:0000815	C:ESCRT III complex
YJL049W	GO:0005771	C:multivesicular body
YJL049W	GO:0032511	P:late endosome to vacuole transport via multivesicular body sorting pathway
YJL049W	GO:0006900	P:vesicle budding from membrane
YJL050W	GO:0005730	C:nucleolus
YJL050W	GO:0005634	C:nucleus
YJL050W	GO:0031499	C:TRAMP complex
YJL050W	GO:0034458	F:3'-5' RNA helicase activity
YJL050W	GO:0005524	F:ATP binding
YJL050W	GO:0016887	F:ATP hydrolysis activity
YJL050W	GO:0003677	F:DNA binding
YJL050W	GO:0003729	F:mRNA binding
YJL050W	GO:0016491	F:oxidoreductase activity
YJL050W	GO:0008143	F:poly(A) binding
YJL050W	GO:0003724	F:RNA helicase activity
YJL050W	GO:0000467	P:exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YJL050W	GO:0000460	P:maturation of 5.8S rRNA
YJL050W	GO:0006397	P:mRNA processing
YJL050W	GO:0071028	P:nuclear mRNA surveillance
YJL050W	GO:0071031	P:nuclear mRNA surveillance of mRNA 3'-end processing
YJL050W	GO:0071042	P:nuclear polyadenylation-dependent mRNA catabolic process
YJL050W	GO:0071035	P:nuclear polyadenylation-dependent rRNA catabolic process
YJL050W	GO:0071038	P:nuclear polyadenylation-dependent tRNA catabolic process
YJL050W	GO:0071051	P:polyadenylation-dependent snoRNA 3'-end processing
YJL050W	GO:0006401	P:RNA catabolic process
YJL050W	GO:0000292	P:RNA fragment catabolic process
YJL050W	GO:0016075	P:rRNA catabolic process
YJL050W	GO:0034475	P:U4 snRNA 3'-end processing
YJL050W	GO:0034476	P:U5 snRNA 3'-end processing
YJL051W	GO:0071944	C:cell periphery
YJL051W	GO:0005933	C:cellular bud
YJL051W	GO:0000324	C:fungal-type vacuole
YJL051W	GO:0016020	C:membrane
YJL051W	GO:0006312	P:mitotic recombination
YJL052W	GO:0005829	C:cytosol
YJL052W	GO:0009277	C:fungal-type cell wall
YJL052W	GO:0005811	C:lipid droplet
YJL052W	GO:0005739	C:mitochondrion
YJL052W	GO:0005886	C:plasma membrane
YJL052W	GO:0004365	F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
YJL052W	GO:1904408	F:melatonin binding
YJL052W	GO:0051287	F:NAD binding
YJL052W	GO:0050661	F:NADP binding
YJL052W	GO:0006094	P:gluconeogenesis
YJL052W	GO:0006096	P:glycolytic process
YJL053W	GO:0005737	C:cytoplasm
YJL053W	GO:0005829	C:cytosol
YJL053W	GO:0012505	C:endomembrane system
YJL053W	GO:0005768	C:endosome
YJL053W	GO:0000329	C:fungal-type vacuole membrane
YJL053W	GO:0030904	C:retromer complex
YJL053W	GO:0030906	C:retromer, cargo-selective complex
YJL053W	GO:0140318	F:protein transporter activity
YJL053W	GO:0032456	P:endocytic recycling
YJL053W	GO:0006886	P:intracellular protein transport
YJL053W	GO:0045053	P:protein retention in Golgi apparatus
YJL053W	GO:0042147	P:retrograde transport, endosome to Golgi
YJL054W	GO:0005737	C:cytoplasm
YJL054W	GO:0005829	C:cytosol
YJL054W	GO:0043231	C:intracellular membrane-bounded organelle
YJL054W	GO:0016020	C:membrane
YJL054W	GO:0005743	C:mitochondrial inner membrane
YJL054W	GO:0005758	C:mitochondrial intermembrane space
YJL054W	GO:0005739	C:mitochondrion
YJL054W	GO:0042721	C:TIM22 mitochondrial import inner membrane insertion complex
YJL054W	GO:0017050	F:D-erythro-sphingosine kinase activity
YJL054W	GO:0016310	P:phosphorylation
YJL054W	GO:0045039	P:protein insertion into mitochondrial inner membrane
YJL054W	GO:0071806	P:protein transmembrane transport
YJL054W	GO:0046512	P:sphingosine biosynthetic process
YJL055W	GO:0005737	C:cytoplasm
YJL055W	GO:0005829	C:cytosol
YJL055W	GO:0005634	C:nucleus
YJL055W	GO:0016799	F:hydrolase activity, hydrolyzing N-glycosyl compounds
YJL055W	GO:0009691	P:cytokinin biosynthetic process
YJL055W	GO:0014074	P:response to purine-containing compound
YJL056C	GO:0005634	C:nucleus
YJL056C	GO:0000981	F:DNA-binding transcription factor activity, RNA polymerase II-specific
YJL056C	GO:0000978	F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
YJL056C	GO:0000977	F:RNA polymerase II transcription regulatory region sequence-specific DNA binding
YJL056C	GO:0008270	F:zinc ion binding
YJL056C	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YJL056C	GO:0006357	P:regulation of transcription by RNA polymerase II
YJL057C	GO:0005737	C:cytoplasm
YJL057C	GO:0005634	C:nucleus
YJL057C	GO:0005524	F:ATP binding
YJL057C	GO:0004672	F:protein kinase activity
YJL057C	GO:0106310	F:protein serine kinase activity
YJL057C	GO:0004674	F:protein serine/threonine kinase activity
YJL057C	GO:0006468	P:protein phosphorylation
YJL058C	GO:0071944	C:cell periphery
YJL058C	GO:0005737	C:cytoplasm
YJL058C	GO:0005886	C:plasma membrane
YJL058C	GO:0031932	C:TORC2 complex
YJL058C	GO:0005774	C:vacuolar membrane
YJL058C	GO:0030950	P:establishment or maintenance of actin cytoskeleton polarity
YJL058C	GO:0031505	P:fungal-type cell wall organization
YJL058C	GO:0001558	P:regulation of cell growth
YJL058C	GO:0031929	P:TOR signaling
YJL058C	GO:0038203	P:TORC2 signaling
YJL059W	GO:0000324	C:fungal-type vacuole
YJL059W	GO:0005774	C:vacuolar membrane
YJL059W	GO:0005773	C:vacuole
YJL059W	GO:1903826	P:L-arginine transmembrane transport
YJL059W	GO:0015819	P:lysine transport
YJL059W	GO:0051453	P:regulation of intracellular pH
YJL060W	GO:0005737	C:cytoplasm
YJL060W	GO:0005739	C:mitochondrion
YJL060W	GO:0047536	F:2-aminoadipate transaminase activity
YJL060W	GO:0016212	F:kynurenine-oxoglutarate transaminase activity
YJL060W	GO:0030170	F:pyridoxal phosphate binding
YJL060W	GO:0034276	P:kynurenic acid biosynthetic process
YJL060W	GO:0097053	P:L-kynurenine catabolic process
YJL061W	GO:0005829	C:cytosol
YJL061W	GO:0005635	C:nuclear envelope
YJL061W	GO:0031965	C:nuclear membrane
YJL061W	GO:0005643	C:nuclear pore
YJL061W	GO:0044614	C:nuclear pore cytoplasmic filaments
YJL061W	GO:0044612	C:nuclear pore linkers
YJL061W	GO:0005634	C:nucleus
YJL061W	GO:0017056	F:structural constituent of nuclear pore
YJL061W	GO:0006406	P:mRNA export from nucleus
YJL061W	GO:0006913	P:nucleocytoplasmic transport
YJL061W	GO:0006611	P:protein export from nucleus
YJL061W	GO:0006606	P:protein import into nucleus
YJL061W	GO:0000055	P:ribosomal large subunit export from nucleus
YJL061W	GO:0000056	P:ribosomal small subunit export from nucleus
YJL062W-A	GO:0005743	C:mitochondrial inner membrane
YJL062W-A	GO:0005739	C:mitochondrion
YJL062W-A	GO:0033617	P:mitochondrial cytochrome c oxidase assembly
YJL062W-A	GO:0070130	P:negative regulation of mitochondrial translation
YJL062W-A	GO:0050821	P:protein stabilization
YJL062W	GO:0005783	C:endoplasmic reticulum
YJL062W	GO:0005789	C:endoplasmic reticulum membrane
YJL062W	GO:0005886	C:plasma membrane
YJL062W	GO:0051267	F:CP2 mannose-ethanolamine phosphotransferase activity
YJL062W	GO:0006506	P:GPI anchor biosynthetic process
YJL063C	GO:0005743	C:mitochondrial inner membrane
YJL063C	GO:0005762	C:mitochondrial large ribosomal subunit
YJL063C	GO:0005739	C:mitochondrion
YJL063C	GO:0003735	F:structural constituent of ribosome
YJL063C	GO:0032543	P:mitochondrial translation
YJL065C	GO:0008623	C:CHRAC
YJL065C	GO:0000781	C:chromosome, telomeric region
YJL065C	GO:0005634	C:nucleus
YJL065C	GO:0046982	F:protein heterodimerization activity
YJL065C	GO:0006338	P:chromatin remodeling
YJL065C	GO:0006261	P:DNA-templated DNA replication
YJL065C	GO:0006355	P:regulation of DNA-templated transcription
YJL065C	GO:0031509	P:subtelomeric heterochromatin formation
YJL066C	GO:0005758	C:mitochondrial intermembrane space
YJL066C	GO:0031966	C:mitochondrial membrane
YJL066C	GO:0005739	C:mitochondrion
YJL068C	GO:0005829	C:cytosol
YJL068C	GO:0052689	F:carboxylic ester hydrolase activity
YJL068C	GO:0046872	F:metal ion binding
YJL068C	GO:0018738	F:S-formylglutathione hydrolase activity
YJL068C	GO:0046294	P:formaldehyde catabolic process
YJL069C	GO:0030686	C:90S preribosome
YJL069C	GO:0005730	C:nucleolus
YJL069C	GO:0005654	C:nucleoplasm
YJL069C	GO:0034388	C:Pwp2p-containing subcomplex of 90S preribosome
YJL069C	GO:0032040	C:small-subunit processome
YJL069C	GO:0000480	P:endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YJL069C	GO:0000447	P:endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YJL069C	GO:0000472	P:endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YJL069C	GO:0030490	P:maturation of SSU-rRNA
YJL069C	GO:0000292	P:RNA fragment catabolic process
YJL070C	GO:0005737	C:cytoplasm
YJL070C	GO:0005829	C:cytosol
YJL070C	GO:0005739	C:mitochondrion
YJL070C	GO:0046483	P:heterocycle metabolic process
YJL070C	GO:1901360	P:organic cyclic compound metabolic process
YJL071W	GO:0005759	C:mitochondrial matrix
YJL071W	GO:0106098	C:NAGS/NAGK complex
YJL071W	GO:0004042	F:acetyl-CoA:L-glutamate N-acetyltransferase activity
YJL071W	GO:0103045	F:methione N-acyltransferase activity
YJL071W	GO:0006526	P:arginine biosynthetic process
YJL071W	GO:0006592	P:ornithine biosynthetic process
YJL072C	GO:0071162	C:CMG complex
YJL072C	GO:0031261	C:DNA replication preinitiation complex
YJL072C	GO:0000811	C:GINS complex
YJL072C	GO:0043596	C:nuclear replication fork
YJL072C	GO:0005634	C:nucleus
YJL072C	GO:0031298	C:replication fork protection complex
YJL072C	GO:0006268	P:DNA unwinding involved in DNA replication
YJL072C	GO:0006261	P:DNA-templated DNA replication
YJL072C	GO:0000727	P:double-strand break repair via break-induced replication
YJL073W	GO:0005783	C:endoplasmic reticulum
YJL073W	GO:0005789	C:endoplasmic reticulum membrane
YJL073W	GO:0031965	C:nuclear membrane
YJL073W	GO:0042175	C:nuclear outer membrane-endoplasmic reticulum membrane network
YJL073W	GO:0051787	F:misfolded protein binding
YJL073W	GO:0051087	F:protein-folding chaperone binding
YJL073W	GO:0051082	F:unfolded protein binding
YJL073W	GO:0000742	P:karyogamy involved in conjugation with cellular fusion
YJL073W	GO:0034975	P:protein folding in endoplasmic reticulum
YJL073W	GO:0030433	P:ubiquitin-dependent ERAD pathway
YJL074C	GO:0030893	C:meiotic cohesin complex
YJL074C	GO:0030892	C:mitotic cohesin complex
YJL074C	GO:0005634	C:nucleus
YJL074C	GO:0005524	F:ATP binding
YJL074C	GO:0016887	F:ATP hydrolysis activity
YJL074C	GO:0061775	F:cohesin loader activity
YJL074C	GO:0003690	F:double-stranded DNA binding
YJL074C	GO:0042802	F:identical protein binding
YJL074C	GO:0019901	F:protein kinase binding
YJL074C	GO:0051301	P:cell division
YJL074C	GO:0034089	P:establishment of meiotic sister chromatid cohesion
YJL074C	GO:0034087	P:establishment of mitotic sister chromatid cohesion
YJL074C	GO:0051177	P:meiotic sister chromatid cohesion
YJL074C	GO:0007064	P:mitotic sister chromatid cohesion
YJL074C	GO:0007131	P:reciprocal meiotic recombination
YJL074C	GO:1990414	P:replication-born double-strand break repair via sister chromatid exchange
YJL074C	GO:0007130	P:synaptonemal complex assembly
YJL076W	GO:0005730	C:nucleolus
YJL076W	GO:0030869	C:RENT complex
YJL076W	GO:0019211	F:phosphatase activator activity
YJL076W	GO:0004864	F:protein phosphatase inhibitor activity
YJL076W	GO:0000182	F:rDNA binding
YJL076W	GO:0007049	P:cell cycle
YJL076W	GO:0051301	P:cell division
YJL076W	GO:0001100	P:negative regulation of exit from mitosis
YJL076W	GO:0031030	P:negative regulation of septation initiation signaling
YJL076W	GO:0007000	P:nucleolus organization
YJL076W	GO:1904751	P:positive regulation of protein localization to nucleolus
YJL076W	GO:0000183	P:rDNA heterochromatin formation
YJL077C	GO:0016020	C:membrane
YJL077C	GO:0055070	P:copper ion homeostasis
YJL078C	GO:0071944	C:cell periphery
YJL078C	GO:0005615	C:extracellular space
YJL078C	GO:0009277	C:fungal-type cell wall
YJL078C	GO:0098552	C:side of membrane
YJL078C	GO:0015908	P:fatty acid transport
YJL078C	GO:0015918	P:sterol transport
YJL079C	GO:0005783	C:endoplasmic reticulum
YJL079C	GO:0005576	C:extracellular region
YJL079C	GO:0005615	C:extracellular space
YJL079C	GO:0000324	C:fungal-type vacuole
YJL079C	GO:0005635	C:nuclear envelope
YJL079C	GO:0015485	F:cholesterol binding
YJL079C	GO:0005504	F:fatty acid binding
YJL079C	GO:0000287	F:magnesium ion binding
YJL079C	GO:0032934	F:sterol binding
YJL079C	GO:0015908	P:fatty acid transport
YJL079C	GO:0015918	P:sterol transport
YJL080C	GO:0000781	C:chromosome, telomeric region
YJL080C	GO:0005737	C:cytoplasm
YJL080C	GO:0005783	C:endoplasmic reticulum
YJL080C	GO:0005789	C:endoplasmic reticulum membrane
YJL080C	GO:0000329	C:fungal-type vacuole membrane
YJL080C	GO:0031965	C:nuclear membrane
YJL080C	GO:0042175	C:nuclear outer membrane-endoplasmic reticulum membrane network
YJL080C	GO:0005634	C:nucleus
YJL080C	GO:0005844	C:polysome
YJL080C	GO:0001965	F:G-protein alpha-subunit binding
YJL080C	GO:0003729	F:mRNA binding
YJL080C	GO:0003723	F:RNA binding
YJL080C	GO:0043577	P:chemotropism
YJL080C	GO:0007059	P:chromosome segregation
YJL080C	GO:0045141	P:meiotic telomere clustering
YJL080C	GO:0000280	P:nuclear division
YJL080C	GO:0000750	P:pheromone-dependent signal transduction involved in conjugation with cellular fusion
YJL080C	GO:0030466	P:silent mating-type cassette heterochromatin formation
YJL080C	GO:0031509	P:subtelomeric heterochromatin formation
YJL081C	GO:0000785	C:chromatin
YJL081C	GO:0031011	C:Ino80 complex
YJL081C	GO:0035267	C:NuA4 histone acetyltransferase complex
YJL081C	GO:0005634	C:nucleus
YJL081C	GO:0016514	C:SWI/SNF complex
YJL081C	GO:0000812	C:Swr1 complex
YJL081C	GO:0003682	F:chromatin binding
YJL081C	GO:0042393	F:histone binding
YJL081C	GO:0006325	P:chromatin organization
YJL081C	GO:0006338	P:chromatin remodeling
YJL081C	GO:0006281	P:DNA repair
YJL081C	GO:0006351	P:DNA-templated transcription
YJL081C	GO:0051382	P:kinetochore assembly
YJL081C	GO:0006355	P:regulation of DNA-templated transcription
YJL081C	GO:0006357	P:regulation of transcription by RNA polymerase II
YJL082W	GO:0005737	C:cytoplasm
YJL082W	GO:0005741	C:mitochondrial outer membrane
YJL082W	GO:0005739	C:mitochondrion
YJL082W	GO:0005634	C:nucleus
YJL082W	GO:0071218	P:cellular response to misfolded protein
YJL083W	GO:0000407	C:phagophore assembly site
YJL083W	GO:0006914	P:autophagy
YJL083W	GO:0009267	P:cellular response to starvation
YJL083W	GO:0031505	P:fungal-type cell wall organization
YJL083W	GO:0006629	P:lipid metabolic process
YJL084C	GO:0005737	C:cytoplasm
YJL084C	GO:0005829	C:cytosol
YJL084C	GO:0005769	C:early endosome
YJL084C	GO:0005770	C:late endosome
YJL084C	GO:0030674	F:protein-macromolecule adaptor activity
YJL084C	GO:0031625	F:ubiquitin protein ligase binding
YJL084C	GO:2000397	P:positive regulation of ubiquitin-dependent endocytosis
YJL084C	GO:0032386	P:regulation of intracellular transport
YJL084C	GO:0070086	P:ubiquitin-dependent endocytosis
YJL085W	GO:0005935	C:cellular bud neck
YJL085W	GO:0005934	C:cellular bud tip
YJL085W	GO:0005737	C:cytoplasm
YJL085W	GO:0000145	C:exocyst
YJL085W	GO:0000131	C:incipient cellular bud site
YJL085W	GO:0043332	C:mating projection tip
YJL085W	GO:0005886	C:plasma membrane
YJL085W	GO:0005628	C:prospore membrane
YJL085W	GO:0030133	C:transport vesicle
YJL085W	GO:0005546	F:phosphatidylinositol-4,5-bisphosphate binding
YJL085W	GO:0031267	F:small GTPase binding
YJL085W	GO:0001927	P:exocyst assembly
YJL085W	GO:0051601	P:exocyst localization
YJL085W	GO:0006887	P:exocytosis
YJL085W	GO:0006893	P:Golgi to plasma membrane transport
YJL085W	GO:0015031	P:protein transport
YJL085W	GO:0007266	P:Rho protein signal transduction
YJL085W	GO:0006904	P:vesicle docking involved in exocytosis
YJL087C	GO:0005737	C:cytoplasm
YJL087C	GO:0005637	C:nuclear inner membrane
YJL087C	GO:0005634	C:nucleus
YJL087C	GO:0004113	F:2',3'-cyclic-nucleotide 3'-phosphodiesterase activity
YJL087C	GO:0005524	F:ATP binding
YJL087C	GO:0004519	F:endonuclease activity
YJL087C	GO:0051730	F:GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity
YJL087C	GO:0003972	F:RNA ligase (ATP) activity
YJL087C	GO:0036498	P:IRE1-mediated unfolded protein response
YJL087C	GO:0016310	P:phosphorylation
YJL087C	GO:0032056	P:positive regulation of translation in response to stress
YJL087C	GO:2000622	P:regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
YJL087C	GO:0006388	P:tRNA splicing, via endonucleolytic cleavage and ligation
YJL088W	GO:0005829	C:cytosol
YJL088W	GO:0005739	C:mitochondrion
YJL088W	GO:1903269	C:ornithine carbamoyltransferase inhibitor complex
YJL088W	GO:0016597	F:amino acid binding
YJL088W	GO:0004585	F:ornithine carbamoyltransferase activity
YJL088W	GO:0006526	P:arginine biosynthetic process
YJL088W	GO:0042450	P:arginine biosynthetic process via ornithine
YJL088W	GO:0019240	P:citrulline biosynthetic process
YJL089W	GO:0005634	C:nucleus
YJL089W	GO:0001228	F:DNA-binding transcription activator activity, RNA polymerase II-specific
YJL089W	GO:0000981	F:DNA-binding transcription factor activity, RNA polymerase II-specific
YJL089W	GO:0000978	F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
YJL089W	GO:0043565	F:sequence-specific DNA binding
YJL089W	GO:0008270	F:zinc ion binding
YJL089W	GO:2000218	P:negative regulation of invasive growth in response to glucose limitation
YJL089W	GO:0045722	P:positive regulation of gluconeogenesis
YJL089W	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YJL089W	GO:0061414	P:positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source
YJL090C	GO:0031261	C:DNA replication preinitiation complex
YJL090C	GO:0005634	C:nucleus
YJL090C	GO:0005657	C:replication fork
YJL090C	GO:0070182	F:DNA polymerase binding
YJL090C	GO:0030295	F:protein kinase activator activity
YJL090C	GO:0000076	P:DNA replication checkpoint signaling
YJL090C	GO:0006270	P:DNA replication initiation
YJL090C	GO:0000727	P:double-strand break repair via break-induced replication
YJL090C	GO:0007533	P:mating type switching
YJL090C	GO:0033314	P:mitotic DNA replication checkpoint signaling
YJL090C	GO:0007095	P:mitotic G2 DNA damage checkpoint signaling
YJL090C	GO:1902597	P:positive regulation of DNA replication origin binding
YJL090C	GO:0001934	P:positive regulation of protein phosphorylation
YJL090C	GO:0000725	P:recombinational repair
YJL090C	GO:1903466	P:regulation of mitotic DNA replication initiation
YJL091C	GO:0005783	C:endoplasmic reticulum
YJL091C	GO:0005789	C:endoplasmic reticulum membrane
YJL091C	GO:0016020	C:membrane
YJL091C	GO:0042175	C:nuclear outer membrane-endoplasmic reticulum membrane network
YJL091C	GO:0032216	F:glucosaminyl-phosphatidylinositol O-acyltransferase activity
YJL091C	GO:0006506	P:GPI anchor biosynthetic process
YJL091C	GO:0072659	P:protein localization to plasma membrane
YJL092W	GO:0005634	C:nucleus
YJL092W	GO:0043138	F:3'-5' DNA helicase activity
YJL092W	GO:0005524	F:ATP binding
YJL092W	GO:0016887	F:ATP hydrolysis activity
YJL092W	GO:0003677	F:DNA binding
YJL092W	GO:0008047	F:enzyme activator activity
YJL092W	GO:0016853	F:isomerase activity
YJL092W	GO:0032508	P:DNA duplex unwinding
YJL092W	GO:0042262	P:DNA protection
YJL092W	GO:1990986	P:DNA recombinase disassembly
YJL092W	GO:0006281	P:DNA repair
YJL092W	GO:0006303	P:double-strand break repair via nonhomologous end joining
YJL092W	GO:0045910	P:negative regulation of DNA recombination
YJL092W	GO:2000042	P:negative regulation of double-strand break repair via homologous recombination
YJL092W	GO:0000725	P:recombinational repair
YJL093C	GO:0071944	C:cell periphery
YJL093C	GO:0034702	C:monoatomic ion channel complex
YJL093C	GO:0005886	C:plasma membrane
YJL093C	GO:0015271	F:outward rectifier potassium channel activity
YJL093C	GO:0005267	F:potassium channel activity
YJL093C	GO:0022841	F:potassium ion leak channel activity
YJL093C	GO:0005249	F:voltage-gated potassium channel activity
YJL093C	GO:0030007	P:intracellular potassium ion homeostasis
YJL093C	GO:0071805	P:potassium ion transmembrane transport
YJL093C	GO:0030322	P:stabilization of membrane potential
YJL094C	GO:0005783	C:endoplasmic reticulum
YJL094C	GO:0005794	C:Golgi apparatus
YJL094C	GO:0016020	C:membrane
YJL094C	GO:0005739	C:mitochondrion
YJL094C	GO:0015386	F:potassium:proton antiporter activity
YJL094C	GO:0098662	P:inorganic cation transmembrane transport
YJL095W	GO:0005935	C:cellular bud neck
YJL095W	GO:0005737	C:cytoplasm
YJL095W	GO:0043332	C:mating projection tip
YJL095W	GO:0005524	F:ATP binding
YJL095W	GO:0004709	F:MAP kinase kinase kinase activity
YJL095W	GO:0004672	F:protein kinase activity
YJL095W	GO:0106310	F:protein serine kinase activity
YJL095W	GO:0004713	F:protein tyrosine kinase activity
YJL095W	GO:0000196	P:cell wall integrity MAPK cascade
YJL095W	GO:0030968	P:endoplasmic reticulum unfolded protein response
YJL095W	GO:0030010	P:establishment of cell polarity
YJL095W	GO:0035556	P:intracellular signal transduction
YJL095W	GO:0000425	P:pexophagy
YJL095W	GO:0016310	P:phosphorylation
YJL095W	GO:0060237	P:regulation of fungal-type cell wall organization
YJL095W	GO:0010447	P:response to acidic pH
YJL096W	GO:0005743	C:mitochondrial inner membrane
YJL096W	GO:0005762	C:mitochondrial large ribosomal subunit
YJL096W	GO:0005739	C:mitochondrion
YJL096W	GO:0003735	F:structural constituent of ribosome
YJL096W	GO:0032543	P:mitochondrial translation
YJL097W	GO:0005783	C:endoplasmic reticulum
YJL097W	GO:0005789	C:endoplasmic reticulum membrane
YJL097W	GO:0000324	C:fungal-type vacuole
YJL097W	GO:0000329	C:fungal-type vacuole membrane
YJL097W	GO:0042175	C:nuclear outer membrane-endoplasmic reticulum membrane network
YJL097W	GO:0018812	F:3-hydroxyacyl-CoA dehydratase activity
YJL097W	GO:0004300	F:enoyl-CoA hydratase activity
YJL097W	GO:0102158	F:very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity
YJL097W	GO:0030497	P:fatty acid elongation
YJL097W	GO:0030148	P:sphingolipid biosynthetic process
YJL097W	GO:0007034	P:vacuolar transport
YJL097W	GO:0042761	P:very long-chain fatty acid biosynthetic process
YJL098W	GO:0005829	C:cytosol
YJL098W	GO:0005634	C:nucleus
YJL098W	GO:0019903	F:protein phosphatase binding
YJL098W	GO:0019888	F:protein phosphatase regulator activity
YJL098W	GO:0007049	P:cell cycle
YJL099W	GO:0005829	C:cytosol
YJL099W	GO:0034044	C:exomer complex
YJL099W	GO:0016020	C:membrane
YJL099W	GO:0034221	P:fungal-type cell wall chitin biosynthetic process
YJL099W	GO:0006893	P:Golgi to plasma membrane transport
YJL099W	GO:0015031	P:protein transport
YJL100W	GO:0005737	C:cytoplasm
YJL100W	GO:0005768	C:endosome
YJL100W	GO:0000329	C:fungal-type vacuole membrane
YJL100W	GO:0005886	C:plasma membrane
YJL100W	GO:0005802	C:trans-Golgi network
YJL100W	GO:0004430	F:1-phosphatidylinositol 4-kinase activity
YJL100W	GO:0005524	F:ATP binding
YJL100W	GO:0046872	F:metal ion binding
YJL100W	GO:0007032	P:endosome organization
YJL100W	GO:0007030	P:Golgi organization
YJL100W	GO:0046854	P:phosphatidylinositol phosphate biosynthetic process
YJL100W	GO:0016310	P:phosphorylation
YJL101C	GO:0005737	C:cytoplasm
YJL101C	GO:0005524	F:ATP binding
YJL101C	GO:0004357	F:glutamate-cysteine ligase activity
YJL101C	GO:0006750	P:glutathione biosynthetic process
YJL101C	GO:0046686	P:response to cadmium ion
YJL101C	GO:0042542	P:response to hydrogen peroxide
YJL102W	GO:0005829	C:cytosol
YJL102W	GO:0005739	C:mitochondrion
YJL102W	GO:0005525	F:GTP binding
YJL102W	GO:0003924	F:GTPase activity
YJL102W	GO:0000002	P:mitochondrial genome maintenance
YJL102W	GO:0032543	P:mitochondrial translation
YJL102W	GO:0051881	P:regulation of mitochondrial membrane potential
YJL102W	GO:0032790	P:ribosome disassembly
YJL103C	GO:0005634	C:nucleus
YJL103C	GO:0003700	F:DNA-binding transcription factor activity
YJL103C	GO:0000981	F:DNA-binding transcription factor activity, RNA polymerase II-specific
YJL103C	GO:0000977	F:RNA polymerase II transcription regulatory region sequence-specific DNA binding
YJL103C	GO:0043565	F:sequence-specific DNA binding
YJL103C	GO:0008270	F:zinc ion binding
YJL103C	GO:0009267	P:cellular response to starvation
