SYSTEMATIC.name	SYMBOL	DOMAIN.id	DOMAIN.name	DOMAIN.start	DOMAIN.end
YPR165W	RHO1	2139450	Transforming protein P21 ras signature	51	73
YPR165W	RHO1	2139451	Transforming protein P21 ras signature	113	126
YPR165W	RHO1	2139452	Transforming protein P21 ras signature	161	183
YPR165W	RHO1	2139453	small GTPase Rho family profile.	4	183
YPR165W	RHO1	2139454	ras_sub_4	8	186
YPR165W	RHO1	2139455	Small GTPase	13	186
YPR165W	RHO1	2139456	rab_sub_5	12	186
YPR165W	RHO1	2139457	P-loop containing nucleoside triphosphate hydrolase	11	182
YPR165W	RHO1	2139458	Small GTP-binding protein domain	10	163
YPR165W	RHO1	2174459	Small GTPase Rho	10	208
YPR165W	RHO1	2174460	GTP-binding protein rhoA	8	209
YPR165W	RHO1	2174461	RhoA_like	10	184
YNL090W	RHO2	2136766	P-loop containing nucleoside triphosphate hydrolase	4	192
YNL090W	RHO2	2136767	small GTPase Rab1 family profile.	3	192
YNL090W	RHO2	2136768	Small GTPase	3	192
YNL090W	RHO2	2139459	Small GTPase	9	176
YNL090W	RHO2	2139460	Transforming protein P21 ras signature	8	29
YNL090W	RHO2	2139461	Transforming protein P21 ras signature	31	47
YNL090W	RHO2	2139462	Transforming protein P21 ras signature	48	70
YNL090W	RHO2	2139463	Transforming protein P21 ras signature	110	123
YNL090W	RHO2	2139464	Transforming protein P21 ras signature	155	177
YNL090W	RHO2	2139465	small GTPase Rho family profile.	1	177
YNL090W	RHO2	2139466	ras_sub_4	5	180
YNL090W	RHO2	2139467	Small GTPase	10	180
YNL090W	RHO2	2139468	rab_sub_5	9	180
YNL090W	RHO2	2139469	P-loop containing nucleoside triphosphate hydrolase	8	175
YNL090W	RHO2	2139470	Small GTP-binding protein domain	8	172
YNL090W	RHO2	2172235	RHO family GTPase Rho2	1	181
YNL090W	RHO2	2172236	Rho2	7	191
YNL090W	RHO2	2172237	Small GTPase Rho	7	179
YIL118W	RHO3	2134831	Small GTPase	9	231
YIL118W	RHO3	2134832	P-loop containing nucleoside triphosphate hydrolase	8	214
YIL118W	RHO3	2134833	small GTPase Rab1 family profile.	12	231
YIL118W	RHO3	2157386	Small GTPase	18	210
YIL118W	RHO3	2157387	Transforming protein P21 ras signature	17	38
YIL118W	RHO3	2157388	Transforming protein P21 ras signature	40	56
YIL118W	RHO3	2157389	Transforming protein P21 ras signature	57	79
YIL118W	RHO3	2157390	Transforming protein P21 ras signature	119	132
YIL118W	RHO3	2157391	Transforming protein P21 ras signature	188	210
YIL118W	RHO3	2157392	small GTPase Rho family profile.	10	210
YIL118W	RHO3	2157393	ras_sub_4	16	213
YIL118W	RHO3	2157394	Small GTPase	19	213
YIL118W	RHO3	2157395	rab_sub_5	18	213
YIL118W	RHO3	2157396	ran_sub_2	22	211
YIL118W	RHO3	2157397	P-loop containing nucleoside triphosphate hydrolase	17	210
YIL118W	RHO3	2157398	Small GTP-binding protein domain	16	151
YIL118W	RHO3	2175364	Rho GTPase Rho3	10	214
YIL118W	RHO3	2175365	Rho3	17	231
YIL118W	RHO3	2175366	Small GTPase Rho	17	217
YKR055W	RHO4	2135357	P-loop containing nucleoside triphosphate hydrolase	64	255
YKR055W	RHO4	2135358	small GTPase Rab1 family profile.	68	288
YKR055W	RHO4	2135359	Small GTPase	66	291
YKR055W	RHO4	2157399	Small GTPase	74	238
YKR055W	RHO4	2157400	Transforming protein P21 ras signature	73	94
YKR055W	RHO4	2157401	Transforming protein P21 ras signature	96	112
YKR055W	RHO4	2157402	Transforming protein P21 ras signature	114	136
YKR055W	RHO4	2157403	Transforming protein P21 ras signature	176	189
YKR055W	RHO4	2157404	Transforming protein P21 ras signature	216	238
YKR055W	RHO4	2157405	small GTPase Rho family profile.	66	238
YKR055W	RHO4	2157406	ras_sub_4	68	241
YKR055W	RHO4	2157407	Small GTPase	75	241
YKR055W	RHO4	2157408	rab_sub_5	73	241
YKR055W	RHO4	2157409	ran_sub_2	78	283
YKR055W	RHO4	2157410	P-loop containing nucleoside triphosphate hydrolase	72	238
YKR055W	RHO4	2157411	Small GTP-binding protein domain	71	233
YKR055W	RHO4	2169555	Rho4_like	70	248
YKR055W	RHO4	2169556	Small GTPase Rho	73	249
YKR055W	RHO4	2169557	Rho family GTPase	68	252
YNL180C	RHO5	2131029	P-loop containing nucleoside triphosphate hydrolase	3	217
YNL180C	RHO5	2136559	Small GTPase	1	331
YNL180C	RHO5	2136560	small GTPase Rab1 family profile.	1	282
YNL180C	RHO5	2136561	P-loop containing nucleoside triphosphate hydrolase	1	238
YNL180C	RHO5	2156821	Small GTPase	5	216
YNL180C	RHO5	2156822	Transforming protein P21 ras signature	4	25
YNL180C	RHO5	2156823	Transforming protein P21 ras signature	27	43
YNL180C	RHO5	2156824	Transforming protein P21 ras signature	74	96
YNL180C	RHO5	2156825	Transforming protein P21 ras signature	147	160
YNL180C	RHO5	2156826	Transforming protein P21 ras signature	195	217
YNL180C	RHO5	2156827	small GTPase Rho family profile.	1	217
YNL180C	RHO5	2156828	ras_sub_4	1	220
YNL180C	RHO5	2156829	Small GTPase	6	220
YNL180C	RHO5	2156830	rab_sub_5	4	220
YNL180C	RHO5	2156831	Small GTP-binding protein domain	1	198
YNL180C	RHO5	2172041	Small GTPase Rho	2	329
YNL180C	RHO5	2172042	Rho	4	216
YNL180C	RHO5	2172043	Rho family GTPase	67	236
YNL163C	RIA1	2131268	-	969	1103
YNL163C	RIA1	2131269	Translation factors	536	664
YNL163C	RIA1	2131270	Ribosomal protein uS5 domain 2-type superfamily	751	972
YNL163C	RIA1	2131271	Translation protein, beta-barrel domain superfamily	224	662
YNL163C	RIA1	2136754	Elongation Factor G (Translational Gtpase), domain 3	676	751
YNL163C	RIA1	2136755	P-loop containing nucleoside triphosphate hydrolase	4	258
YNL163C	RIA1	2136756	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup	781	966
YNL163C	RIA1	2156848	Translational (tr)-type GTP-binding domain	18	297
YNL163C	RIA1	2156849	Elongation factor EFG, domain V-like	974	1054
YNL163C	RIA1	2156850	Translation elongation factor EFTu-like, domain 2	583	658
YNL163C	RIA1	2156851	Elongation Factor G, domain II	677	739
YNL163C	RIA1	2156852	Translational (tr)-type GTP-binding domain	21	34
YNL163C	RIA1	2156853	Translational (tr)-type GTP-binding domain	65	73
YNL163C	RIA1	2156854	Translational (tr)-type GTP-binding domain	99	109
YNL163C	RIA1	2156855	Translational (tr)-type GTP-binding domain	115	126
YNL163C	RIA1	2156856	Translational (tr)-type GTP-binding domain	151	160
YNL163C	RIA1	2156857	Translational (tr)-type GTP-binding domain	17	262
YNL163C	RIA1	2156858	Elongation factor EFG, domain V-like	970	1059
YNL163C	RIA1	2156859	P-loop containing nucleoside triphosphate hydrolase	6	362
YNL163C	RIA1	2156860	EF-G domain III/V-like	674	749
YNL163C	RIA1	2156861	EF-G domain III/V-like	975	1087
YNL163C	RIA1	2156862	Small GTP-binding protein domain	20	162
YNL163C	RIA1	2172211	eEF2_snRNP_like_C	973	1052
YNL163C	RIA1	2172212	aeEF2_snRNP_like_IV	748	977
YNL163C	RIA1	2172213	Translation elongation factor 2	676	752
YNL163C	RIA1	2172214	Ria1p	536	664
YNL163C	RIA1	2172215	EF2_snRNP_III	677	748
YNL163C	RIA1	2172216	EF2	20	251
YNL163C	RIA1	2172217	Ribosome assembly protein 1	5	258
YNL163C	RIA1	2172218	EF2_II	577	659
YNL163C	RIA1	2172219	Elongation factor like GTPase 1	969	1103
YNL163C	RIA1	2172220	TRANSLATION ELONGATION FACTOR-RELATED	10	1109
YBL033C	RIB1	2132586	GTP cyclohydrolase II superfamily	33	279
YBL033C	RIB1	2149118	GTP cyclohydrolase II	37	276
YBL033C	RIB1	2149119	GTP cyclohydrolase II superfamily	33	77
YBL033C	RIB1	2149120	GTP cyclohydrolase II superfamily	126	277
YBL033C	RIB1	2149121	GTP cyclohydrolase II, RibA	85	309
YBL033C	RIB1	2163220	GTP CYCLOHYDROLASE II-RELATED	33	310
YBL033C	RIB1	2163221	GTP cyclohydrolase II, RibA	33	309
YOL066C	RIB2	2131468	Pseudouridine synthase, catalytic domain superfamily	153	412
YOL066C	RIB2	2131469	Invertebrate-AID/APOBEC-deaminase	459	580
YOL066C	RIB2	2137446	Pseudouridine synthase	152	408
YOL066C	RIB2	2137447	Cytidine Deaminase, domain 2	429	582
YOL066C	RIB2	2162066	Pseudouridine synthase, RsuA/RluA-like	169	318
YOL066C	RIB2	2162067	Pseudouridine synthase, RluA-like, conserved site	207	221
YOL066C	RIB2	2162068	S4 RNA-binding domain profile.	99	168
YOL066C	RIB2	2162069	Cytidine and deoxycytidylate deaminase domain	433	552
YOL066C	RIB2	2162070	Cytidine deaminase-like	416	577
YOL066C	RIB2	2162071	Pseudouridine synthase, RluC/RluD	94	406
YOL066C	RIB2	2172668	PseudoU_synth_ScRIB2	146	431
YOL066C	RIB2	2172669	MITOCHONDRIAL RNA PSEUDOURIDINE SYNTHASE	78	437
YOL066C	RIB2	2172670	DRAP deaminase	430	582
YOL066C	RIB2	2172671	Pseudouridine synthase	153	408
YOL066C	RIB2	2172672	Riboflavin_deaminase-reductase	439	563
YDR487C	RIB3	2162804	DHBP synthase	1	208
YDR487C	RIB3	2162805	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB	7	205
YDR487C	RIB3	2162806	DHBP synthase RibB-like alpha/beta domain superfamily	2	207
YDR487C	RIB3	2162807	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB	1	205
YDR487C	RIB3	2165631	3,4-dihydroxy-2-butanone 4-phosphate synthase	1	208
YDR487C	RIB3	2165632	GTP CYCLOHYDROLASE II-RELATED	1	202
YOL143C	RIB4	2131471	Lumazine/riboflavin synthase superfamily	2	169
YOL143C	RIB4	2155340	Lumazine synthase	13	167
YOL143C	RIB4	2155341	Lumazine/riboflavin synthase	18	161
YOL143C	RIB4	2155342	Lumazine/riboflavin synthase superfamily	5	165
YOL143C	RIB4	2155343	Lumazine synthase	18	163
YOL143C	RIB4	2176125	Lumazine synthase	11	165
YOL143C	RIB4	2176126	Lumazine synthase	20	161
YOL143C	RIB4	2176127	6,7-dimethyl-8-ribityllumazine synthase	2	166
YBR256C	RIB5	2132604	ATP synthase subunit alpha, N-terminal domain-like superfamily	108	218
YBR256C	RIB5	2132605	ATP synthase subunit alpha, N-terminal domain-like superfamily	1	95
YBR256C	RIB5	2149447	Lumazine-binding domain	3	93
YBR256C	RIB5	2149448	Lumazine-binding domain	106	195
YBR256C	RIB5	2149449	Lumazine-binding protein	1	223
YBR256C	RIB5	2149450	Lumazine-binding domain	1	103
YBR256C	RIB5	2149451	Lumazine-binding domain	104	205
YBR256C	RIB5	2149452	Riboflavin synthase-like beta-barrel	1	94
YBR256C	RIB5	2149453	Riboflavin synthase-like beta-barrel	100	212
YBR256C	RIB5	2149454	Lumazine-binding protein	1	217
YBR256C	RIB5	2163843	Riboflavin synthase, alpha subunit	1	95
YBR256C	RIB5	2163844	Riboflavin synthase, alpha subunit	108	214
YBR256C	RIB5	2163845	Lumazine-binding protein	1	218
YBR256C	RIB5	2163846	Lumazine-binding protein	1	196
YBR153W	RIB7	2127747	Dihydrofolate reductase-like domain superfamily	1	244
YBR153W	RIB7	2147483	Bacterial bifunctional deaminase-reductase, C-terminal	30	237
YBR153W	RIB7	2147484	Dihydrofolate reductase-like domain superfamily	30	239
YBR153W	RIB7	2147485	Riboflavin-specific deaminase, C-terminal	29	240
YBR153W	RIB7	2163554	Rib7p	15	243
YBR153W	RIB7	2163555	DIHYDROFOLATE REDUCTASE FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_8G06820)	28	226
YLR039C	RIC1	2135842	Ribosome control protein 1	786	1044
YLR039C	RIC1	2169952	RAB6A-GEF complex partner protein 1	40	1045
YGR250C	RIE1	2129261	Nucleotide-binding alpha-beta plait domain superfamily	531	645
YGR250C	RIE1	2129262	RNA-binding domain superfamily	527	649
YGR250C	RIE1	2129263	RNA recognition motif domain	542	578
YGR250C	RIE1	2129264	RNA-binding domain superfamily	289	422
YGR250C	RIE1	2133946	Nucleotide-binding alpha-beta plait domain superfamily	128	282
YGR250C	RIE1	2133947	Nucleotide-binding alpha-beta plait domain superfamily	283	430
YGR250C	RIE1	2156222	RNA recognition motif domain	197	266
YGR250C	RIE1	2156223	RNA recognition motif domain	595	626
YGR250C	RIE1	2156224	RNA recognition motif domain	195	273
YGR250C	RIE1	2156225	RNA recognition motif domain	295	418
YGR250C	RIE1	2156226	RNA recognition motif domain	540	638
YGR250C	RIE1	2156227	RNA recognition motif domain	196	269
YGR250C	RIE1	2156228	RNA recognition motif domain	296	414
YGR250C	RIE1	2156229	RNA recognition motif domain	541	634
YGR250C	RIE1	2156230	RNA-binding domain superfamily	196	307
YGR250C	RIE1	2167314	RRM_SF	197	269
YGR250C	RIE1	2167315	RRM3_CELF1-6	542	634
YGR250C	RIE1	2167316	HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN 87F-RELATED	534	692
YGR250C	RIE1	2167317	YGR250C-like protein	532	645
YGR250C	RIE1	2167318	RRM_SF	381	414
YGR250C	RIE1	2167319	Conserved protein	128	282
YBR275C	RIF1	2132318	-	1857	1916
YBR275C	RIF1	2145448	Telomere-associated protein Rif1, N-terminal	234	649
YBR275C	RIF1	2163830	Rif1_CTD_C-II_like	1862	1907
YBR275C	RIF1	2163831	TELOMERE-ASSOCIATED PROTEIN  RIF1	126	1912
YLR453C	RIF2	2135712	-	255	395
YLR453C	RIF2	2135713	-	89	155
YCR028C-A	RIM1	2132725	Nucleic acid-binding, OB-fold	17	135
YCR028C-A	RIM1	2146102	Primosome PriB/single-strand DNA-binding	20	115
YCR028C-A	RIM1	2146103	Single-stranded DNA-binding protein	15	135
YCR028C-A	RIM1	2146104	Primosome PriB/single-strand DNA-binding	17	117
YCR028C-A	RIM1	2146105	Nucleic acid-binding, OB-fold	17	116
YCR028C-A	RIM1	2163988	Primosome PriB/single-strand DNA-binding	22	116
YCR028C-A	RIM1	2163989	RIM1p ssDNA-binding protein	16	135
YHL027W	RIM101	2134434	Classic Zinc Finger	175	268
YHL027W	RIM101	2134435	Classic Zinc Finger	147	174
YHL027W	RIM101	2147618	Zinc finger C2H2-type	214	234
YHL027W	RIM101	2147619	Zinc finger C2H2-type	148	171
YHL027W	RIM101	2147620	Zinc finger C2H2-type	214	234
YHL027W	RIM101	2147621	Zinc finger C2H2-type	146	176
YHL027W	RIM101	2147622	Zinc finger C2H2-type	182	211
YHL027W	RIM101	2147623	Zinc finger C2H2-type	212	234
YHL027W	RIM101	2147624	Zinc finger C2H2-type	146	171
YHL027W	RIM101	2147625	Zinc finger C2H2-type	182	206
YHL027W	RIM101	2147626	Zinc finger C2H2-type	212	234
YHL027W	RIM101	2147627	Zinc finger C2H2 superfamily	146	175
YHL027W	RIM101	2147628	Zinc finger C2H2 superfamily	197	235
YHL027W	RIM101	2167495	pH-response transcription factor pacC/RIM101	146	175
YHL027W	RIM101	2167496	zinc finger protein 473 isoform X1	210	236
YHL027W	RIM101	2167497	PH-RESPONSE TRANSCRIPTION FACTOR PACC/RIM101	72	624
YMR139W	RIM11	2131141	Transferase(Phosphotransferase) domain 1	119	350
YMR139W	RIM11	2131142	Phosphorylase Kinase; domain 1	27	118
YMR139W	RIM11	2150009	Protein kinase domain	42	322
YMR139W	RIM11	2150010	Protein kinase, ATP binding site	45	69
YMR139W	RIM11	2150011	Serine/threonine-protein kinase, active site	160	172
YMR139W	RIM11	2150012	Protein kinase domain	39	322
YMR139W	RIM11	2150013	Protein kinase domain	39	322
YMR139W	RIM11	2150014	Protein kinase-like domain superfamily	38	329
YMR139W	RIM11	2171467	GLYCOGEN SYNTHASE KINASE-3 ALPHA	30	357
YMR139W	RIM11	2171468	RIM11p Protein kinase	120	350
YMR139W	RIM11	2171469	Glycogen synthase kinase-3 beta	27	118
YMR139W	RIM11	2171470	Glycogen synthase kinase 3, catalytic domain	34	325
YMR154C	RIM13	2158564	Peptidase C2, calpain, catalytic domain	67	324
YMR154C	RIM13	2158565	Papain-like cysteine peptidase superfamily	124	323
YMR154C	RIM13	2171359	CALPAIN-7	296	682
YFL033C	RIM15	2128857	Transferase(Phosphotransferase) domain 1	1141	1272
YFL033C	RIM15	2128858	Protein kinase-like domain superfamily	791	1282
YFL033C	RIM15	2128859	Phosphorylase Kinase; domain 1	1273	1283
YFL033C	RIM15	2133826	Phosphorylase Kinase; domain 1	791	874
YFL033C	RIM15	2133827	Transferase(Phosphotransferase) domain 1	875	944
YFL033C	RIM15	2133828	-	1634	1764
YFL033C	RIM15	2153976	Protein kinase domain	794	942
YFL033C	RIM15	2153977	Protein kinase domain	1141	1254
YFL033C	RIM15	2153978	Serine/threonine-protein kinase, active site	914	926
YFL033C	RIM15	2153979	Protein kinase domain	794	1254
YFL033C	RIM15	2153980	Signal transduction response regulator, receiver domain	1636	1750
YFL033C	RIM15	2153981	AGC-kinase, C-terminal	1255	1320
YFL033C	RIM15	2153982	AGC-kinase, C-terminal	1255	1321
YFL033C	RIM15	2153983	Protein kinase domain	794	1254
YFL033C	RIM15	2153984	Signal transduction response regulator, receiver domain	1635	1746
YFL033C	RIM15	2153985	CheY-like superfamily	1635	1758
YFL033C	RIM15	2175249	SERINE/THREONINE-PROTEIN KINASE	611	1345
YFL033C	RIM15	2175250	REC_hyHK_CKI1_RcsC-like	1637	1746
YFL033C	RIM15	2175251	Serine/threonine-protein kinase RIM15	1634	1764
YFL033C	RIM15	2175252	Serine/threonine-protein kinase cek1	771	887
YFL033C	RIM15	2175253	Serine threonine protein kinase	1141	1272
YBR192W	RIM2	2127730	Mitochondrial substrate/solute carrier	290	376
YBR192W	RIM2	2130546	Mitochondrial carrier domain superfamily	19	269
YBR192W	RIM2	2130547	Mitochondrial carrier domain superfamily	270	377
YBR192W	RIM2	2149321	Mitochondrial substrate/solute carrier	50	167
YBR192W	RIM2	2149322	Mitochondrial substrate/solute carrier	174	265
YBR192W	RIM2	2149323	Mitochondrial carrier protein	55	68
YBR192W	RIM2	2149324	Mitochondrial carrier protein	68	82
YBR192W	RIM2	2149325	Mitochondrial carrier protein	188	206
YBR192W	RIM2	2149326	Mitochondrial carrier protein	295	317
YBR192W	RIM2	2149327	Mitochondrial substrate/solute carrier	50	163
YBR192W	RIM2	2149328	Mitochondrial substrate/solute carrier	173	262
YBR192W	RIM2	2149329	Mitochondrial substrate/solute carrier	286	375
YBR192W	RIM2	2149330	Mitochondrial carrier domain superfamily	48	371
YBR192W	RIM2	2163507	Mitochondrial carrier protein RIM2	270	377
YBR192W	RIM2	2163508	MITOCHONDRIAL CARRIER PROTEIN RIM2	47	376
YBR192W	RIM2	2163509	Mitochondrial carrier protein RIM2	19	268
YOR275C	RIM20	2131851	ALIX V-shaped domain	389	483
YOR275C	RIM20	2131852	ALIX V-shaped domain	497	648
YOR275C	RIM20	2137020	BRO1 domain superfamily	1	337
YOR275C	RIM20	2137021	alix/aip1 like domains	589	629
YOR275C	RIM20	2137022	alix/aip1 like domains	389	483
YOR275C	RIM20	2137023	alix/aip1 in complex with the ypdl late domain	497	588
YOR275C	RIM20	2161316	BRO1 domain	4	356
YOR275C	RIM20	2161317	BRO1 domain	3	371
YOR275C	RIM20	2161318	BRO1 domain	3	360
YOR275C	RIM20	2173281	V_Alix_like	338	645
YOR275C	RIM20	2173282	PCD6 INTERACTING PROTEIN-RELATED	2	653
YOR275C	RIM20	2173283	BRO1_ScRim20-like	3	343
YNL294C	RIM21	2155077	PalH/RIM21	16	361
YNL294C	RIM21	2171843	PalH/RIM21	1	514
YHL024W	RIM4	2134569	Nucleotide-binding alpha-beta plait domain superfamily	37	175
YHL024W	RIM4	2134570	Nucleotide-binding alpha-beta plait domain superfamily	275	429
YHL024W	RIM4	2150412	RNA recognition motif domain	114	166
YHL024W	RIM4	2150413	RNA recognition motif domain	348	414
YHL024W	RIM4	2150414	RNA recognition motif domain	93	172
YHL024W	RIM4	2150415	RNA recognition motif domain	346	420
YHL024W	RIM4	2150416	RNA recognition motif domain	94	168
YHL024W	RIM4	2150417	RNA recognition motif domain	347	416
YHL024W	RIM4	2150418	RNA recognition motif domain, eukaryote	94	168
YHL024W	RIM4	2150419	RNA recognition motif domain, eukaryote	347	416
YHL024W	RIM4	2150420	RNA-binding domain superfamily	91	242
YHL024W	RIM4	2150421	RNA-binding domain superfamily	342	437
YHL024W	RIM4	2167489	SERINE/ARGININE RICH SPLICING FACTOR	346	603
YHL024W	RIM4	2167490	RRM_SF	176	242
YHL024W	RIM4	2167491	Rim4/Msa1, RNA recognition motif 1	91	176
YHL024W	RIM4	2167492	Rim4p	37	173
YHL024W	RIM4	2167493	Rim4p	276	429
YHL024W	RIM4	2167494	RRM2_RIM4_like	343	420
YGL045W	RIM8	2128951	Arrestin-like, C-terminal	33	203
YGL045W	RIM8	2128952	Arrestin C-terminal-like domain	261	391
YGL045W	RIM8	2134265	Arrestin-like, C-terminal	242	391
YGL045W	RIM8	2155932	Arrestin-like, N-terminal	39	200
YGL045W	RIM8	2155933	Arrestin C-terminal-like domain	259	394
YGL045W	RIM8	2155934	Immunoglobulin E-set	38	206
YGL045W	RIM8	2166648	pH-response regulator protein palF/RIM8	241	391
YGL045W	RIM8	2166649	ARRESTIN DOMAIN CONTAINING PROTEIN	34	522
YMR063W	RIM9	2130978	Membrane protein SUR7/Rim9-like, fungi	8	169
YMR063W	RIM9	2171200	PROTEIN DCV1-RELATED	4	226
YOR119C	RIO1	2131593	Protein kinase-like domain superfamily	60	300
YOR119C	RIO1	2131594	Transferase(Phosphotransferase) domain 1	206	351
YOR119C	RIO1	2161672	Phosphorylase Kinase; domain 1	75	199
YOR119C	RIO1	2161673	RIO1 family	89	299
YOR119C	RIO1	2161674	Serine/threonine-protein kinase Rio1	4	484
YOR119C	RIO1	2161675	RIO kinase, conserved site	240	251
YOR119C	RIO1	2161676	Protein kinase domain	76	402
YOR119C	RIO1	2161677	RIO kinase	47	307
YOR119C	RIO1	2172946	RIO1_euk	78	291
YOR119C	RIO1	2172947	SERINE/THREONINE-PROTEIN KINASE RIO1	15	484
YOR119C	RIO1	2172948	Homoserine kinase	206	351
YOR119C	RIO1	2172949	Serine/threonine-protein kinase RIO1	75	199
YNL207W	RIO2	2131086	Transferase(Phosphotransferase) domain 1	195	351
YNL207W	RIO2	2131087	Phosphorylase Kinase; domain 1	94	194
YNL207W	RIO2	2136619	Winged helix-like DNA-binding domain superfamily	1	92
YNL207W	RIO2	2152507	RIO1 family	108	286
YNL207W	RIO2	2152508	RIO2 kinase winged helix domain, N-terminal	8	91
YNL207W	RIO2	2152509	RIO kinase	66	302
YNL207W	RIO2	2152510	Winged helix DNA-binding domain superfamily	7	91
YNL207W	RIO2	2152511	Protein kinase-like domain superfamily	95	281
YNL207W	RIO2	2171942	Serine/threonine-protein kinase rio2	195	351
YNL207W	RIO2	2171943	Serine/threonine-protein kinase RIO2	94	194
YNL207W	RIO2	2171944	Serine/threonine-protein kinase RIO2	1	93
YNL207W	RIO2	2171945	SER/THR-PROTEIN KINASE RIO2	1	399
YNL207W	RIO2	2171946	Serine/threonine-protein kinase Rio2	94	283
YEL024W	RIP1	2128628	Cytochrome bc1 complex subunit Rieske, transmembrane domain superfamily	31	85
YEL024W	RIP1	2128629	Rieske [2Fe-2S] iron-sulphur domain superfamily	86	215
YEL024W	RIP1	2140084	Rieske [2Fe-2S] iron-sulphur domain	146	202
YEL024W	RIP1	2140085	Cytochrome b-c1 complex subunit Rieske, transmembrane domain	32	87
YEL024W	RIP1	2140086	Rieske iron-sulphur protein, C-terminal	154	165
YEL024W	RIP1	2140087	Rieske iron-sulphur protein, C-terminal	176	188
YEL024W	RIP1	2140088	Rieske iron-sulphur protein, C-terminal	188	200
YEL024W	RIP1	2140089	Rieske [2Fe-2S] iron-sulphur domain	123	214
YEL024W	RIP1	2140090	Rieske [2Fe-2S] iron-sulphur domain superfamily	78	214
YEL024W	RIP1	2140091	ISP transmembrane anchor	31	86
YEL024W	RIP1	2140092	Ubiquinol-cytochrome c reductase, iron-sulphur subunit	58	214
YEL024W	RIP1	2165718	Rieske_cytochrome_bc1	93	214
YEL024W	RIP1	2165719	Cytochrome b-c1 complex subunit Rieske, mitochondrial	31	85
YEL024W	RIP1	2165720	Cytochrome b-c1 complex subunit Rieske, mitochondrial	86	215
YEL024W	RIP1	2165721	Rieske iron-sulphur protein	32	215
YMR283C	RIT1	2143972	Rit1, DUSP-like domain	403	512
YMR283C	RIT1	2143973	Rit1, N-terminal domain	35	318
YMR283C	RIT1	2143974	tRNA A64-2'-O-ribosylphosphate transferase	10	513
YMR283C	RIT1	2171677	tRNA A64-2'-O-ribosylphosphate transferase	19	513
YHR197W	RIX1	2150900	Pre-rRNA-processing protein RIX1, N-terminal	9	200
YHR197W	RIX1	2167859	PROLINE-, GLUTAMIC ACID- AND LEUCINE-RICH PROTEIN 1	56	761
YLL034C	RIX7	2130036	AAA ATPase, AAA+ lid domain	400	435
YLL034C	RIX7	2135559	P-loop containing nucleoside triphosphate hydrolase	190	377
YLL034C	RIX7	2135560	P-loop containing nucleoside triphosphate hydrolase	527	816
YLL034C	RIX7	2135561	-	701	802
YLL034C	RIX7	2135562	-	378	517
YLL034C	RIX7	2135563	AAA ATPase, AAA+ lid domain	724	760
YLL034C	RIX7	2160612	ATPase, AAA-type, core	242	374
YLL034C	RIX7	2160613	ATPase, AAA-type, core	570	699
YLL034C	RIX7	2160614	ATPase, AAA-type, conserved site	347	365
YLL034C	RIX7	2160615	AAA+ ATPase domain	238	379
YLL034C	RIX7	2160616	AAA+ ATPase domain	566	702
YLL034C	RIX7	2160617	P-loop containing nucleoside triphosphate hydrolase	200	435
YLL034C	RIX7	2160618	P-loop containing nucleoside triphosphate hydrolase	528	821
YLL034C	RIX7	2169660	Ribosome biogenesis ATPase RIX7	378	517
YLL034C	RIX7	2169661	Cell division control 48	527	700
YLL034C	RIX7	2169662	Ribosome biogenesis ATPase RIX7	192	376
YLL034C	RIX7	2169663	RecA-like_NVL_r1-like	206	375
YLL034C	RIX7	2169664	Ribosome biogenesis ATPase RIX7	701	802
YLL034C	RIX7	2169665	RecA-like_NVL_r2-like	538	698
YLL034C	RIX7	2169666	AAA-FAMILY ATPASE	318	823
YLL034C	RIX7	2169667	Spastin/Vps4, C-terminal	789	823
YOR095C	RKI1	2137145	-	22	251
YOR095C	RKI1	2137146	-	153	238
YOR095C	RKI1	2161665	Ribose 5-phosphate isomerase, type A	75	251
YOR095C	RKI1	2161666	NagB/RpiA transferase-like	19	174
YOR095C	RKI1	2161667	D-ribose-5-phosphate isomerase (RpiA), lid domain	158	238
YOR095C	RKI1	2161668	Ribose 5-phosphate isomerase, type A	23	252
YOR095C	RKI1	2172989	Ribose 5-phosphate isomerase, type A	11	257
YOR095C	RKI1	2172990	Ribose-5-phosphate isomerase, putative	153	235
YOR095C	RKI1	2172991	Ribose 5-phosphate isomerase, type A	21	248
YOR095C	RKI1	2172992	Ribose 5-phosphate isomerase	18	158
YPL208W	RKM1	2131905	SET domain superfamily	3	292
YPL208W	RKM1	2137765	set domain protein methyltransferase, domain 1	2	288
YPL208W	RKM1	2161111	SET domain containing methyltransferase Efm1/Rkm1	1	583
YPL208W	RKM1	2161112	SET domain	22	274
YPL208W	RKM1	2173755	UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE	5	424
YDR198C	RKM2	2128308	SET domain superfamily	3	343
YDR198C	RKM2	2133365	set domain protein methyltransferase, domain 1	2	339
YDR198C	RKM2	2158679	SET domain methyltransferase	1	479
YDR198C	RKM2	2158680	SET domain	22	325
YDR198C	RKM2	2164956	SETD4, SET domain	20	340
